Size	Latency (us)	np	Algorithm
1	0.19	2	broadcast_flat
1	0.22	2	broadcast_chain
1	0.21	2	broadcast_binary_tree
1	0.20	2	scatter_flat
1	0.21	2	scatter_basic_binomial
1	0.21	2	scatter_nb
1	0.40	3	broadcast_flat
1	0.47	3	broadcast_chain
1	0.40	3	broadcast_binary_tree
1	0.38	3	scatter_flat
1	0.41	3	scatter_basic_binomial
1	0.49	3	scatter_nb
1	0.25	4	broadcast_flat
1	0.21	4	broadcast_chain
1	0.33	4	broadcast_binary_tree
1	0.22	4	scatter_flat
1	0.34	4	scatter_basic_binomial
1	0.21	4	scatter_nb
1	0.25	5	broadcast_flat
1	0.26	5	broadcast_chain
1	0.79	5	broadcast_binary_tree
1	0.28	5	scatter_flat
1	0.91	5	scatter_basic_binomial
1	0.30	5	scatter_nb
1	0.99	6	broadcast_flat
1	0.36	6	broadcast_chain
1	0.50	6	broadcast_binary_tree
1	0.32	6	scatter_flat
1	0.50	6	scatter_basic_binomial
1	0.34	6	scatter_nb
1	0.35	7	broadcast_flat
1	0.46	7	broadcast_chain
1	0.60	7	broadcast_binary_tree
1	0.41	7	scatter_flat
1	0.55	7	scatter_basic_binomial
1	0.38	7	scatter_nb
1	0.64	8	broadcast_flat
1	0.57	8	broadcast_chain
1	0.73	8	broadcast_binary_tree
1	0.70	8	scatter_flat
1	0.72	8	scatter_basic_binomial
1	0.68	8	scatter_nb
1	0.86	9	broadcast_flat
1	0.91	9	broadcast_chain
1	0.91	9	broadcast_binary_tree
1	0.89	9	scatter_flat
1	1.96	9	scatter_basic_binomial
1	0.86	9	scatter_nb
1	0.85	10	broadcast_flat
1	0.88	10	broadcast_chain
1	0.93	10	broadcast_binary_tree
1	0.96	10	scatter_flat
1	0.97	10	scatter_basic_binomial
1	0.92	10	scatter_nb
1	0.84	11	broadcast_flat
1	1.31	11	broadcast_chain
1	0.96	11	broadcast_binary_tree
1	1.04	11	scatter_flat
1	0.87	11	scatter_basic_binomial
1	0.87	11	scatter_nb
1	0.92	12	broadcast_flat
1	0.91	12	broadcast_chain
1	0.94	12	broadcast_binary_tree
1	0.93	12	scatter_flat
1	1.54	12	scatter_basic_binomial
1	0.92	12	scatter_nb
1	0.90	13	broadcast_flat
1	0.92	13	broadcast_chain
1	0.91	13	broadcast_binary_tree
1	1.68	13	scatter_flat
1	0.96	13	scatter_basic_binomial
1	0.91	13	scatter_nb
1	1.04	14	broadcast_flat
1	0.82	14	broadcast_chain
1	1.22	14	broadcast_binary_tree
1	1.12	14	scatter_flat
