Size	Latency (us)	np	Algorithm
1	0.19	2	broadcast_flat
1	0.26	2	broadcast_chain
1	0.21	2	broadcast_binary_tree
1	0.20	2	scatter_flat
1	0.22	2	scatter_basic_binomial
1	0.22	2	scatter_nb
1	0.38	3	broadcast_flat
1	0.38	3	broadcast_chain
1	0.42	3	broadcast_binary_tree
1	0.43	3	scatter_flat
1	0.43	3	scatter_basic_binomial
1	0.40	3	scatter_nb
1	0.18	4	broadcast_flat
1	0.21	4	broadcast_chain
1	0.33	4	broadcast_binary_tree
1	0.23	4	scatter_flat
1	0.22	4	scatter_nb
1	0.82	5	broadcast_flat
1	0.28	5	broadcast_chain
1	0.42	5	broadcast_binary_tree
1	0.28	5	scatter_flat
1	0.37	5	scatter_basic_binomial
1	0.27	5	scatter_nb
1	0.31	6	broadcast_flat
1	0.36	6	broadcast_chain
1	0.50	6	broadcast_binary_tree
1	0.32	6	scatter_flat
1	0.86	6	scatter_basic_binomial
1	0.33	6	scatter_nb
1	0.40	7	broadcast_flat
1	0.44	7	broadcast_chain
1	0.58	7	broadcast_binary_tree
1	0.40	7	scatter_flat
1	0.60	7	scatter_basic_binomial
1	0.37	7	scatter_nb
1	0.51	8	broadcast_flat
1	0.61	8	broadcast_chain
1	0.71	8	broadcast_binary_tree
1	1.24	8	scatter_flat
1	0.71	8	scatter_basic_binomial
1	0.69	8	scatter_nb
1	0.86	9	broadcast_flat
1	1.02	9	broadcast_chain
1	0.90	9	broadcast_binary_tree
1	0.90	9	scatter_flat
1	1.09	9	scatter_basic_binomial
1	0.93	9	scatter_nb
1	1.05	10	broadcast_flat
1	0.95	10	broadcast_chain
1	0.84	10	broadcast_binary_tree
1	1.04	10	scatter_flat
1	0.91	10	scatter_basic_binomial
1	0.87	10	scatter_nb
1	0.83	11	broadcast_flat
1	1.38	11	broadcast_chain
1	1.79	11	broadcast_binary_tree
1	2.24	11	scatter_flat
1	0.86	11	scatter_nb
1	0.95	12	broadcast_flat
1	2.00	12	broadcast_chain
1	1.09	12	broadcast_binary_tree
1	0.91	12	scatter_flat
1	0.84	12	scatter_basic_binomial
1	1.12	12	scatter_nb
1	0.85	13	broadcast_flat
1	0.97	13	broadcast_chain
1	0.95	13	broadcast_binary_tree
1	0.92	13	scatter_flat
1	1.02	13	scatter_basic_binomial
1	1.62	13	scatter_nb
1	0.90	14	broadcast_flat
1	1.19	14	broadcast_chain
1	1.59	14	broadcast_binary_tree
1	0.97	14	scatter_flat
1	0.78	14	scatter_basic_binomial
1	2.09	14	scatter_nb
1	1.06	15	broadcast_flat
1	1.22	15	broadcast_chain
1	1.00	15	broadcast_binary_tree
1	1.11	15	scatter_flat
1	1.38	15	scatter_basic_binomial
1	1.01	15	scatter_nb
1	2.61	16	broadcast_flat
1	1.18	16	broadcast_chain
1	1.31	16	broadcast_binary_tree
1	1.77	16	scatter_flat
1	1.34	16	scatter_basic_binomial
1	1.55	16	scatter_nb
1	2.48	17	broadcast_flat
1	2.41	17	broadcast_chain
1	2.13	17	broadcast_binary_tree
1	2.67	17	scatter_flat
1	2.99	17	scatter_basic_binomial
1	2.84	17	scatter_nb
1	2.26	18	broadcast_flat
1	2.24	18	broadcast_chain
1	2.11	18	broadcast_binary_tree
1	2.36	18	scatter_flat
1	2.40	18	scatter_basic_binomial
1	2.30	18	scatter_nb
1	2.26	19	broadcast_flat
1	2.29	19	broadcast_chain
1	2.15	19	broadcast_binary_tree
1	2.12	19	scatter_flat
1	2.34	19	scatter_basic_binomial
1	2.26	19	scatter_nb
1	2.34	20	broadcast_flat
1	2.39	20	broadcast_chain
1	2.17	20	broadcast_binary_tree
1	2.34	20	scatter_flat
1	2.30	20	scatter_basic_binomial
1	2.38	20	scatter_nb
1	2.42	21	broadcast_flat
1	2.21	21	broadcast_chain
1	2.23	21	broadcast_binary_tree
1	2.57	21	scatter_flat
1	2.22	21	scatter_basic_binomial
1	2.33	21	scatter_nb
1	2.37	22	broadcast_flat
1	2.21	22	broadcast_chain
1	2.05	22	broadcast_binary_tree
1	2.55	22	scatter_flat
1	2.05	22	scatter_basic_binomial
1	2.36	22	scatter_nb
1	2.62	23	broadcast_flat
1	2.24	23	broadcast_chain
1	2.37	23	broadcast_binary_tree
1	2.59	23	scatter_flat
1	1.97	23	scatter_basic_binomial
1	2.52	23	scatter_nb
1	2.60	24	broadcast_flat
1	2.32	24	broadcast_chain
1	2.08	24	broadcast_binary_tree
1	2.83	24	scatter_flat
1	2.00	24	scatter_basic_binomial
1	2.74	24	scatter_nb
