Size	Latency (us)	np	Algorithm
1	0.19	2	broadcast_flat
1	0.26	2	broadcast_chain
1	0.20	2	broadcast_binary_tree
1	0.20	2	scatter_flat
1	0.21	2	scatter_basic_binomial
1	0.22	2	scatter_nb
1	0.62	3	broadcast_flat
1	0.63	3	broadcast_chain
1	0.56	3	broadcast_binary_tree
1	0.63	3	scatter_flat
1	0.61	3	scatter_basic_binomial
1	0.67	3	scatter_nb
1	0.32	4	broadcast_flat
1	0.38	4	broadcast_chain
1	0.64	4	broadcast_binary_tree
1	0.36	4	scatter_flat
1	0.45	4	scatter_basic_binomial
1	0.37	4	scatter_nb
1	0.48	5	broadcast_flat
1	0.51	5	broadcast_chain
1	0.66	5	broadcast_binary_tree
1	0.51	5	scatter_flat
1	0.47	5	scatter_basic_binomial
1	0.52	5	scatter_nb
1	0.62	6	broadcast_flat
1	0.69	6	broadcast_chain
1	0.84	6	broadcast_binary_tree
1	0.64	6	scatter_flat
1	0.62	6	scatter_basic_binomial
1	0.65	6	scatter_nb
1	0.69	7	broadcast_flat
1	0.86	7	broadcast_chain
1	0.84	7	broadcast_binary_tree
1	0.73	7	scatter_flat
1	0.69	7	scatter_basic_binomial
1	0.73	7	scatter_nb
1	1.16	8	broadcast_flat
1	1.05	8	broadcast_chain
1	1.03	8	broadcast_binary_tree
1	1.15	8	scatter_flat
1	0.88	8	scatter_basic_binomial
1	1.15	8	scatter_nb
1	1.28	9	broadcast_flat
1	2.14	9	broadcast_chain
1	1.57	9	broadcast_binary_tree
1	1.35	9	scatter_flat
1	2.08	9	scatter_basic_binomial
1	1.37	9	scatter_nb
1	1.40	10	broadcast_flat
1	1.35	10	broadcast_chain
1	1.18	10	broadcast_binary_tree
1	1.46	10	scatter_flat
1	1.07	10	scatter_basic_binomial
1	2.11	10	scatter_nb
1	1.22	11	broadcast_flat
1	1.49	11	broadcast_chain
1	1.67	11	broadcast_binary_tree
1	1.38	11	scatter_flat
1	1.81	11	scatter_basic_binomial
1	1.33	11	scatter_nb
1	1.30	12	broadcast_flat
1	1.54	12	broadcast_chain
1	1.87	12	broadcast_binary_tree
1	2.62	12	scatter_flat
1	1.00	12	scatter_basic_binomial
1	1.77	12	scatter_nb
1	1.48	13	broadcast_flat
1	1.73	13	broadcast_chain
1	1.21	13	broadcast_binary_tree
1	1.21	13	scatter_flat
1	1.43	13	scatter_basic_binomial
1	1.15	13	scatter_nb
1	1.88	14	broadcast_flat
1	1.55	14	broadcast_chain
1	1.60	14	broadcast_binary_tree
1	1.82	14	scatter_flat
1	1.32	14	scatter_basic_binomial
1	1.30	14	scatter_nb
1	1.31	15	broadcast_flat
1	1.81	15	broadcast_chain
1	1.78	15	broadcast_binary_tree
1	1.56	15	scatter_flat
1	1.00	15	scatter_basic_binomial
1	1.22	15	scatter_nb
1	2.45	16	broadcast_flat
1	1.86	16	broadcast_chain
1	1.69	16	broadcast_binary_tree
1	3.19	16	scatter_flat
1	1.47	16	scatter_basic_binomial
1	2.26	16	scatter_nb
1	4.00	17	broadcast_flat
1	3.64	17	broadcast_chain
1	3.30	17	broadcast_binary_tree
1	3.82	17	scatter_flat
1	3.91	17	scatter_basic_binomial
1	3.88	17	scatter_nb
1	3.56	18	broadcast_flat
1	3.70	18	broadcast_chain
1	3.53	18	broadcast_binary_tree
1	3.77	18	scatter_flat
1	3.55	18	scatter_basic_binomial
1	3.83	18	scatter_nb
1	3.47	19	broadcast_flat
1	3.54	19	broadcast_chain
1	3.15	19	broadcast_binary_tree
1	4.15	19	scatter_flat
1	3.32	19	scatter_basic_binomial
1	3.73	19	scatter_nb
1	3.53	20	broadcast_flat
1	3.58	20	broadcast_chain
1	3.14	20	broadcast_binary_tree
1	3.70	20	scatter_flat
1	3.21	20	scatter_basic_binomial
1	3.63	20	scatter_nb
1	3.97	21	broadcast_flat
1	3.46	21	broadcast_chain
1	3.27	21	broadcast_binary_tree
1	3.47	21	scatter_flat
1	3.16	21	scatter_basic_binomial
1	3.75	21	scatter_nb
1	3.44	22	broadcast_flat
1	3.23	22	broadcast_chain
1	2.87	22	broadcast_binary_tree
1	3.50	22	scatter_flat
1	2.56	22	scatter_basic_binomial
1	3.84	22	scatter_nb
1	3.32	23	broadcast_flat
1	3.22	23	broadcast_chain
1	2.86	23	broadcast_binary_tree
1	3.76	23	scatter_flat
1	2.47	23	scatter_basic_binomial
1	4.15	23	scatter_nb
1	3.48	24	broadcast_flat
1	3.26	24	broadcast_chain
1	2.76	24	broadcast_binary_tree
1	3.58	24	scatter_flat
1	2.48	24	scatter_basic_binomial
1	3.92	24	scatter_nb
