Size	Latency (us)	np	Algorithm
1	0.19	2	broadcast_flat
1	0.20	2	broadcast_chain
1	0.21	2	broadcast_binary_tree
1	0.21	2	scatter_flat
1	0.22	2	scatter_basic_binomial
1	0.22	2	scatter_nb
1	0.59	3	broadcast_flat
1	0.63	3	broadcast_chain
1	0.61	3	broadcast_binary_tree
1	0.61	3	scatter_flat
1	0.61	3	scatter_basic_binomial
1	0.81	3	scatter_nb
1	0.31	4	broadcast_flat
1	0.31	4	broadcast_chain
1	0.70	4	broadcast_binary_tree
1	0.33	4	scatter_flat
1	0.45	4	scatter_basic_binomial
1	0.37	4	scatter_nb
1	0.49	5	broadcast_flat
1	0.50	5	broadcast_chain
1	0.65	5	broadcast_binary_tree
1	0.50	5	scatter_flat
1	0.46	5	scatter_basic_binomial
1	0.52	5	scatter_nb
1	0.63	6	broadcast_flat
1	0.68	6	broadcast_chain
1	0.82	6	broadcast_binary_tree
1	0.72	6	scatter_flat
1	0.62	6	scatter_basic_binomial
1	0.66	6	scatter_nb
1	0.69	7	broadcast_flat
1	1.24	7	broadcast_chain
1	0.86	7	broadcast_binary_tree
1	0.72	7	scatter_flat
1	0.66	7	scatter_basic_binomial
1	0.71	7	scatter_nb
1	1.14	8	broadcast_flat
1	0.99	8	broadcast_chain
1	0.99	8	broadcast_binary_tree
1	1.15	8	scatter_flat
1	0.91	8	scatter_basic_binomial
1	1.13	8	scatter_nb
1	1.45	9	broadcast_flat
1	1.46	9	broadcast_chain
1	1.14	9	broadcast_binary_tree
1	1.32	9	scatter_flat
1	1.45	9	scatter_basic_binomial
1	2.08	9	scatter_nb
1	1.40	10	broadcast_flat
1	1.94	10	broadcast_chain
1	1.71	10	broadcast_binary_tree
1	1.43	10	scatter_flat
1	1.11	10	scatter_basic_binomial
1	1.45	10	scatter_nb
1	1.31	11	broadcast_flat
1	2.03	11	broadcast_chain
1	1.37	11	broadcast_binary_tree
1	2.44	11	scatter_flat
1	1.01	11	scatter_basic_binomial
1	1.37	11	scatter_nb
1	1.46	12	broadcast_flat
1	1.80	12	broadcast_chain
1	1.19	12	broadcast_binary_tree
1	1.64	12	scatter_flat
1	1.28	12	scatter_basic_binomial
1	1.36	12	scatter_nb
1	1.10	13	broadcast_flat
1	1.51	13	broadcast_chain
1	1.32	13	broadcast_binary_tree
1	1.16	13	scatter_flat
1	1.42	13	scatter_basic_binomial
1	1.18	13	scatter_nb
1	1.41	14	broadcast_flat
1	1.48	14	broadcast_chain
1	1.58	14	broadcast_binary_tree
1	1.56	14	scatter_flat
1	1.09	14	scatter_basic_binomial
1	1.32	14	scatter_nb
1	1.64	15	broadcast_flat
1	1.70	15	broadcast_chain
1	1.63	15	broadcast_binary_tree
1	1.79	15	scatter_flat
1	1.13	15	scatter_basic_binomial
1	1.26	15	scatter_nb
1	2.46	16	broadcast_flat
1	2.14	16	broadcast_chain
1	1.74	16	broadcast_binary_tree
1	2.33	16	scatter_flat
1	1.71	16	scatter_basic_binomial
1	2.34	16	scatter_nb
1	3.84	17	broadcast_flat
1	3.71	17	broadcast_chain
1	3.37	17	broadcast_binary_tree
1	3.97	17	scatter_flat
1	3.56	17	scatter_basic_binomial
1	4.15	17	scatter_nb
1	3.89	18	broadcast_flat
1	3.61	18	broadcast_chain
1	3.34	18	broadcast_binary_tree
1	3.86	18	scatter_flat
1	3.48	18	scatter_basic_binomial
1	4.02	18	scatter_nb
1	3.53	19	broadcast_flat
1	3.51	19	broadcast_chain
1	3.15	19	broadcast_binary_tree
1	3.63	19	scatter_flat
1	3.23	19	scatter_basic_binomial
1	3.58	19	scatter_nb
1	3.64	20	broadcast_flat
1	3.60	20	broadcast_chain
1	3.08	20	broadcast_binary_tree
1	3.85	20	scatter_flat
1	2.67	20	scatter_basic_binomial
1	3.68	20	scatter_nb
1	3.39	21	broadcast_flat
1	3.52	21	broadcast_chain
1	3.11	21	broadcast_binary_tree
1	3.50	21	scatter_flat
1	2.80	21	scatter_basic_binomial
1	3.54	21	scatter_nb
1	3.45	22	broadcast_flat
1	3.45	22	broadcast_chain
1	2.88	22	broadcast_binary_tree
1	3.47	22	scatter_flat
1	2.76	22	scatter_basic_binomial
1	3.45	22	scatter_nb
1	3.40	23	broadcast_flat
1	3.22	23	broadcast_chain
1	3.09	23	broadcast_binary_tree
1	3.89	23	scatter_flat
1	2.64	23	scatter_basic_binomial
1	3.57	23	scatter_nb
1	3.43	24	broadcast_flat
1	3.18	24	broadcast_chain
1	2.76	24	broadcast_binary_tree
1	3.55	24	scatter_flat
1	2.17	24	scatter_basic_binomial
1	3.63	24	scatter_nb
