Size	Latency (us)	np	Algorithm
1	0.18	2	broadcast_flat
1	0.20	2	broadcast_chain
1	0.20	2	broadcast_binary_tree
1	0.21	2	scatter_flat
1	0.22	2	scatter_basic_binomial
1	0.22	2	scatter_nb
1	0.60	3	broadcast_flat
1	0.63	3	broadcast_chain
1	0.62	3	broadcast_binary_tree
1	0.60	3	scatter_flat
1	0.75	3	scatter_basic_binomial
1	0.93	3	scatter_nb
1	0.33	4	broadcast_flat
1	0.34	4	broadcast_chain
1	0.54	4	broadcast_binary_tree
1	0.32	4	scatter_flat
1	0.45	4	scatter_basic_binomial
1	0.67	4	scatter_nb
1	0.49	5	broadcast_flat
1	0.52	5	broadcast_chain
1	0.62	5	broadcast_binary_tree
1	0.55	5	scatter_flat
1	0.47	5	scatter_basic_binomial
1	0.51	5	scatter_nb
1	0.62	6	broadcast_flat
1	0.66	6	broadcast_chain
1	0.85	6	broadcast_binary_tree
1	0.64	6	scatter_flat
1	0.62	6	scatter_basic_binomial
1	0.63	6	scatter_nb
1	0.70	7	broadcast_flat
1	0.87	7	broadcast_chain
1	1.11	7	broadcast_binary_tree
1	0.71	7	scatter_flat
1	0.90	7	scatter_basic_binomial
1	0.72	7	scatter_nb
1	1.15	8	broadcast_flat
1	0.98	8	broadcast_chain
1	0.98	8	broadcast_binary_tree
1	1.18	8	scatter_flat
1	0.93	8	scatter_basic_binomial
1	1.15	8	scatter_nb
1	1.25	9	broadcast_flat
1	1.45	9	broadcast_chain
1	1.16	9	broadcast_binary_tree
1	1.52	9	scatter_flat
1	1.44	9	scatter_basic_binomial
1	1.41	9	scatter_nb
1	1.48	10	broadcast_flat
1	2.25	10	broadcast_chain
1	1.22	10	broadcast_binary_tree
1	1.45	10	scatter_flat
1	1.36	10	scatter_basic_binomial
1	1.44	10	scatter_nb
1	1.30	11	broadcast_flat
1	1.59	11	broadcast_chain
1	1.19	11	broadcast_binary_tree
1	1.33	11	scatter_flat
1	1.55	11	scatter_basic_binomial
1	1.32	11	scatter_nb
1	1.34	12	broadcast_flat
1	2.41	12	broadcast_chain
1	1.93	12	broadcast_binary_tree
1	1.78	12	scatter_flat
1	1.28	12	scatter_basic_binomial
1	1.45	12	scatter_nb
1	2.15	13	broadcast_flat
1	1.52	13	broadcast_chain
1	1.20	13	broadcast_binary_tree
1	1.24	13	scatter_flat
1	1.31	13	scatter_basic_binomial
1	1.20	13	scatter_nb
1	1.58	14	broadcast_flat
1	1.44	14	broadcast_chain
1	1.56	14	broadcast_binary_tree
1	1.32	14	scatter_flat
1	1.29	14	scatter_basic_binomial
1	1.30	14	scatter_nb
1	1.63	15	broadcast_flat
1	1.51	15	broadcast_chain
1	1.61	15	broadcast_binary_tree
1	1.36	15	scatter_flat
1	1.05	15	scatter_basic_binomial
1	1.57	15	scatter_nb
1	2.31	16	broadcast_flat
1	2.44	16	broadcast_chain
1	2.11	16	broadcast_binary_tree
1	2.68	16	scatter_flat
1	1.47	16	scatter_basic_binomial
1	2.27	16	scatter_nb
1	3.82	17	broadcast_flat
1	3.71	17	broadcast_chain
1	3.56	17	broadcast_binary_tree
1	4.05	17	scatter_flat
1	3.55	17	scatter_basic_binomial
1	3.95	17	scatter_nb
1	3.68	18	broadcast_flat
1	3.72	18	broadcast_chain
1	3.32	18	broadcast_binary_tree
1	4.02	18	scatter_flat
1	3.69	18	scatter_basic_binomial
1	4.16	18	scatter_nb
1	3.61	19	broadcast_flat
1	3.52	19	broadcast_chain
1	3.10	19	broadcast_binary_tree
1	3.66	19	scatter_flat
1	3.59	19	scatter_basic_binomial
1	3.61	19	scatter_nb
1	3.58	20	broadcast_flat
1	3.55	20	broadcast_chain
1	2.98	20	broadcast_binary_tree
1	3.97	20	scatter_flat
1	2.85	20	scatter_basic_binomial
1	3.93	20	scatter_nb
1	3.68	21	broadcast_flat
1	3.48	21	broadcast_chain
1	3.35	21	broadcast_binary_tree
1	4.09	21	scatter_flat
1	2.84	21	scatter_basic_binomial
1	3.46	21	scatter_nb
1	3.71	22	broadcast_flat
1	3.54	22	broadcast_chain
1	3.07	22	broadcast_binary_tree
1	3.53	22	scatter_flat
1	2.60	22	scatter_basic_binomial
1	4.03	22	scatter_nb
1	3.46	23	broadcast_flat
1	3.12	23	broadcast_chain
1	2.78	23	broadcast_binary_tree
1	3.48	23	scatter_flat
1	2.63	23	scatter_basic_binomial
1	4.00	23	scatter_nb
1	3.57	24	broadcast_flat
1	3.16	24	broadcast_chain
1	2.72	24	broadcast_binary_tree
1	4.24	24	scatter_flat
1	2.99	24	scatter_basic_binomial
1	3.57	24	scatter_nb
