Size	Latency (us)	np	Algorithm
1	0.19	2	broadcast_flat
1	0.20	2	broadcast_chain
1	0.22	2	broadcast_binary_tree
1	0.20	2	scatter_flat
1	0.22	2	scatter_basic_binomial
1	0.22	2	scatter_nb
1	0.57	3	broadcast_flat
1	0.61	3	broadcast_chain
1	0.61	3	broadcast_binary_tree
1	0.57	3	scatter_flat
1	0.59	3	scatter_basic_binomial
1	0.63	3	scatter_nb
1	0.31	4	broadcast_flat
1	0.32	4	broadcast_chain
1	0.55	4	broadcast_binary_tree
1	0.50	4	scatter_flat
1	0.48	4	scatter_basic_binomial
1	0.37	4	scatter_nb
1	0.48	5	broadcast_flat
1	0.54	5	broadcast_chain
1	0.68	5	broadcast_binary_tree
1	0.50	5	scatter_flat
1	0.47	5	scatter_basic_binomial
1	0.53	5	scatter_nb
1	0.62	6	broadcast_flat
1	0.73	6	broadcast_chain
1	0.78	6	broadcast_binary_tree
1	0.64	6	scatter_flat
1	0.63	6	scatter_basic_binomial
1	0.64	6	scatter_nb
1	0.69	7	broadcast_flat
1	0.85	7	broadcast_chain
1	0.85	7	broadcast_binary_tree
1	0.72	7	scatter_flat
1	0.72	7	scatter_basic_binomial
1	0.70	7	scatter_nb
1	1.15	8	broadcast_flat
1	1.06	8	broadcast_chain
1	0.94	8	broadcast_binary_tree
1	1.31	8	scatter_flat
1	0.86	8	scatter_basic_binomial
1	1.17	8	scatter_nb
1	1.30	9	broadcast_flat
1	1.94	9	broadcast_chain
1	1.85	9	broadcast_binary_tree
1	1.39	9	scatter_flat
1	1.61	9	scatter_basic_binomial
1	1.57	9	scatter_nb
1	1.50	10	broadcast_flat
1	1.51	10	broadcast_chain
1	1.24	10	broadcast_binary_tree
1	1.45	10	scatter_flat
1	1.09	10	scatter_basic_binomial
1	1.47	10	scatter_nb
1	1.24	11	broadcast_flat
1	2.17	11	broadcast_chain
1	1.19	11	broadcast_binary_tree
1	1.39	11	scatter_flat
1	1.34	11	scatter_basic_binomial
1	1.36	11	scatter_nb
1	1.41	12	broadcast_flat
1	1.52	12	broadcast_chain
1	1.28	12	broadcast_binary_tree
1	2.30	12	scatter_flat
1	2.01	12	scatter_basic_binomial
1	1.48	12	scatter_nb
1	1.23	13	broadcast_flat
1	1.48	13	broadcast_chain
1	1.25	13	broadcast_binary_tree
1	1.11	13	scatter_flat
1	1.29	13	scatter_basic_binomial
1	1.66	13	scatter_nb
1	1.34	14	broadcast_flat
1	1.56	14	broadcast_chain
1	1.70	14	broadcast_binary_tree
1	1.57	14	scatter_flat
1	1.19	14	scatter_basic_binomial
1	1.36	14	scatter_nb
1	1.16	15	broadcast_flat
1	1.65	15	broadcast_chain
1	1.75	15	broadcast_binary_tree
1	1.35	15	scatter_flat
1	1.17	15	scatter_basic_binomial
1	1.32	15	scatter_nb
1	2.45	16	broadcast_flat
1	2.09	16	broadcast_chain
1	1.87	16	broadcast_binary_tree
1	2.13	16	scatter_flat
1	1.38	16	scatter_basic_binomial
1	2.37	16	scatter_nb
1	3.93	17	broadcast_flat
1	3.68	17	broadcast_chain
1	3.29	17	broadcast_binary_tree
1	4.03	17	scatter_flat
1	3.88	17	scatter_basic_binomial
1	3.96	17	scatter_nb
1	4.09	18	broadcast_flat
1	3.62	18	broadcast_chain
1	3.35	18	broadcast_binary_tree
1	3.88	18	scatter_flat
1	3.43	18	scatter_basic_binomial
1	3.70	18	scatter_nb
1	3.59	19	broadcast_flat
1	3.46	19	broadcast_chain
1	3.11	19	broadcast_binary_tree
1	3.59	19	scatter_flat
1	3.46	19	scatter_basic_binomial
1	3.57	19	scatter_nb
1	3.58	20	broadcast_flat
1	3.62	20	broadcast_chain
1	3.22	20	broadcast_binary_tree
1	3.64	20	scatter_flat
1	3.11	20	scatter_basic_binomial
1	3.68	20	scatter_nb
1	3.39	21	broadcast_flat
1	3.52	21	broadcast_chain
1	3.29	21	broadcast_binary_tree
1	3.69	21	scatter_flat
1	3.11	21	scatter_basic_binomial
1	3.52	21	scatter_nb
1	3.41	22	broadcast_flat
1	3.35	22	broadcast_chain
1	2.79	22	broadcast_binary_tree
1	3.68	22	scatter_flat
1	2.95	22	scatter_basic_binomial
1	4.26	22	scatter_nb
1	3.77	23	broadcast_flat
1	3.20	23	broadcast_chain
1	2.90	23	broadcast_binary_tree
1	4.01	23	scatter_flat
1	2.99	23	scatter_basic_binomial
1	4.06	23	scatter_nb
1	3.70	24	broadcast_flat
1	3.28	24	broadcast_chain
1	2.72	24	broadcast_binary_tree
1	3.56	24	scatter_flat
1	2.63	24	scatter_basic_binomial
1	3.58	24	scatter_nb
